101,23,10001,en,0000-00-00,,0,0,0,0000-00-00 00:00:00,NIS Romania,1,0000-00-00 00:00:00
101,23,10001,de,0000-00-00,,0,0,0,0000-00-00 00:00:00,NIS Romania,1,0000-00-00 00:00:00
101,24,10001,en,0000-00-00,,0,0,0,0000-00-00 00:00:00,"Anofm, Romania",1,0000-00-00 00:00:00
101,24,10001,de,0000-00-00,,0,0,0,0000-00-00 00:00:00,"Anofm, Romania",1,0000-00-00 00:00:00
101,25,10001,en,0000-00-00,,0,0,0,0000-00-00 00:00:00,"Statistical Office, Republic Of Serbia",1,0000-00-00 00:00:00
101,25,10001,de,0000-00-00,,0,0,0,0000-00-00 00:00:00,"Statistical Office, Republic Of Serbia",1,0000-00-00 00:00:00
101,26,10001,en,0000-00-00,,0,0,0,0000-00-00 00:00:00,Stat. Office Of The Slovak Republic,1,0000-00-00 00:00:00
101,26,10001,de,0000-00-00,,0,0,0,0000-00-00 00:00:00,Stat. Office Of The Slovak Republic,1,0000-00-00 00:00:00
101,27,10001,en,0000-00-00,,0,0,0,0000-00-00 00:00:00,"Office Of Labour,Social Affairs & Family",1,0000-00-00 00:00:00
101,27,10001,de,0000-00-00,,0,0,0,0000-00-00 00:00:00,"Office Of Labour,Social Affairs & Family",1,0000-00-00 00:00:00
101,28,10001,en,0000-00-00,,0,0,0,0000-00-00 00:00:00,Turkish Statistical Institute (Turkstat),1,0000-00-00 00:00:00
101,28,10001,de,0000-00-00,,0,0,0,0000-00-00 00:00:00,Turkish Statistical Institute (Turkstat),1,0000-00-00 00:00:00
101,29,10001,en,0000-00-00,,0,0,0,0000-00-00 00:00:00,ECB,1,0000-00-00 00:00:00
101,29,10001,de,0000-00-00,,0,0,0,0000-00-00 00:00:00,EZB,1,0000-00-00 00:00:00
101,30,10001,en,0000-00-00,,0,0,0,0000-00-00 00:00:00,SparInvest,1,0000-00-00 00:00:00
101,30,10001,de,0000-00-00,,0,0,0,0000-00-00 00:00:00,SparInvest,1,0000-00-00 00:00:00
101,31,10001,en,0000-00-00,,0,0,0,0000-00-00 00:00:00,People's Bank of China,1,0000-00-00 00:00:00
101,31,10001,de,0000-00-00,,0,0,0,0000-00-00 00:00:00,People's Bank of China,1,0000-00-00 00:00:00
101,32,10001,en,0000-00-00,,0,0,0,0000-00-00 00:00:00,Reserve Bank of India,1,0000-00-00 00:00:00
101,32,10001,de,0000-00-00,,0,0,0,0000-00-00 00:00:00,Reserve Bank of India,1,0000-00-00 00:00:00
101,33,10001,en,0000-00-00,,0,0,0,0000-00-00 00:00:00,Banco Central do Brasil,1,0000-00-00 00:00:00
101,33,10001,de,0000-00-00,,0,0,0,0000-00-00 00:00:00,Banco Central do Brasil,1,0000-00-00 00:00:00
101,34,10001,en,0000-00-00,,0,0,0,0000-00-00 00:00:00,Central Bank of the Russian Federation,1,0000-00-00 00:00:00
101,34,10001,de,0000-00-00,,0,0,0,0000-00-00 00:00:00,Central Bank of the Russian Federation,1,0000-00-00 00:00:00
101,35,10001,en,0000-00-00,0,0,0,0,0000-00-00 00:00:00,AMECO | European Commission,1,0000-00-00 00:00:00
101,35,10001,de,0000-00-00,0,0,0,0,0000-00-00 00:00:00,AMECO | Europäische Kommission,1,0000-00-00 00:00:00
101,36,10001,en,0000-00-00,0,0,0,0,0000-00-00 00:00:00,OECD,1,0000-00-00 00:00:00
101,36,10001,de,0000-00-00,0,0,0,0,0000-00-00 00:00:00,OSZE,1,0000-00-00 00:00:00
